region,Resource,technology,cluster,R_ID,Zone,Num_VRE_Bins,THERM,VRE,MUST_RUN,STOR,FLEX,HYDRO,LDS,MinCapTag_1,MaxCapTag_1,CapRes_1,Min_Share,Max_Share,Existing_Cap_MWh,Existing_Cap_MW,Existing_Charge_Cap_MW,num_units,unmodified_existing_cap_mw,New_Build,Cap_Size,Min_Cap_MW,Max_Cap_MW,Max_Cap_MWh,Min_Cap_MWh,Max_Charge_Cap_MW,Min_Charge_Cap_MW,Min_Share_percent,Max_Share_percent,capex_mw,Inv_Cost_per_MWyr_x,Fixed_OM_Cost_per_MWyr_x,capex_mwh,Inv_Cost_per_MWhyr_x,Fixed_OM_Cost_per_MWhyr_x,Var_OM_Cost_per_MWh,Var_OM_Cost_per_MWh_In,Inv_Cost_Charge_per_MWyr,Fixed_OM_Cost_Charge_per_MWyr,Start_Cost_per_MW,Start_Fuel_MMBTU_per_MW,Heat_Rate_MMBTU_per_MWh,heat_rate_mmbtu_mwh_iqr,heat_rate_mmbtu_mwh_std,Fuel,Min_Power,Self_Disch,Eff_Up,Eff_Down,Hydro_Energy_to_Power_Ratio,Min_Duration,Max_Duration,Reg_Max,Rsv_Max,Reg_Cost,Rsv_Cost,Max_Flexible_Demand_Delay,Max_Flexible_Demand_Advance,Flexible_Demand_Energy_Eff,CO2_Capture_Rate,CO2_Capture_Cost_per_Metric_Ton,Ramp_Up_Percentage,Ramp_Dn_Percentage,Up_Time,Down_Time,spur_miles,spur_capex,offshore_spur_miles,offshore_spur_capex,tx_miles,tx_capex,interconnect_annuity,regional_cost_multiplier,cap_recovery_years,wacc_real,ids,MISO_CleanPower,NY_CleanPower,PJM_CleanPower,SERC_CleanPower,variable_CF,RETRO,Num_RETRO_Sources,Retro1_Source,Retro1_Efficiency,Retro1_Inv_Cost_per_MWyr,Retro2_Source,Retro2_Efficiency,Retro2_Inv_Cost_per_MWyr,Resource_Type,Inv_Cost_per_MWyr_y,Inv_Cost_Inverter_per_MWyr,Inv_Cost_Solar_per_MWyr,Inv_Cost_Wind_per_MWyr,Inv_Cost_per_MWhyr_y,Fixed_OM_Cost_per_MWyr_y,Fixed_OM_Inverter_Cost_per_MWyr,Fixed_OM_Solar_Cost_per_MWyr,Fixed_OM_Wind_Cost_per_MWyr,Fixed_OM_Cost_per_MWhyr_y,SOLAR,WIND,STOR_DC_DISCHARGE,STOR_DC_CHARGE,STOR_AC_DISCHARGE,STOR_AC_CHARGE,Existing_Cap_Inverter_MW,Existing_Cap_Solar_MW,Existing_Cap_Wind_MW,Existing_Cap_Charge_DC_MW,Existing_Cap_Charge_AC_MW,Existing_Cap_Discharge_DC_MW,Existing_Cap_Discharge_AC_MW,Max_Cap_Inverter_MW,Min_Cap_Inverter_MW,Max_Cap_Charge_AC_MW,Min_Cap_Charge_AC_MW,Max_Cap_Discharge_AC_MW,Min_Cap_Discharge_AC_MW,Max_Cap_Charge_DC_MW,Min_Cap_Charge_DC_MW,Max_Cap_Discharge_DC_MW,Min_Cap_Discharge_DC_MW,Min_Cap_Solar_MW,Min_Cap_Wind_MW,Inv_Cost_Discharge_DC_per_MWyr,Inv_Cost_Charge_DC_per_MWyr,Inv_Cost_Discharge_AC_per_MWyr,Inv_Cost_Charge_AC_per_MWyr,Fixed_OM_Cost_Discharge_DC_per_MWyr,Fixed_OM_Cost_Charge_DC_per_MWyr,Fixed_OM_Cost_Discharge_AC_per_MWyr,Fixed_OM_Cost_Charge_AC_per_MWyr,Var_OM_Cost_per_MWh_Solar,Var_OM_Cost_per_MWh_Wind,Var_OM_Cost_per_MWh_Charge_AC,Var_OM_Cost_per_MWh_Discharge_AC,Max_Cap_Solar_MW,Max_Cap_Wind_MW,Inverter_Ratio_Wind,Inverter_Ratio_Solar,Var_OM_Cost_per_MWh_Charge_DC,Var_OM_Cost_per_MWh_Discharge_DC,Eff_Up_DC,Eff_Down_DC,Eff_Up_AC,Eff_Down_AC,EtaInverter,C_Rate_DC,C_Rate_AC
EIC,EIC_utilitypv_class1_moderate_9,UtilityPV_Class1_Moderate_,9,88,1,1,0,1,0,0,0,0,0,0,0,0.8,0,0,0.0,0.0,0,0,0.0,1,1.0,0,251138.0,-1,0,0,0,0,0,630556.245,179746,14425,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,None,0.0,0.05,1.0,1.0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,1.0,1.0,0,0,0,0,0,0,0,0,148668.665,1.017,30,0.026,0,0,0,0,0,0.270195067,0,0,0,0,0,0,0,0,hybrid_pv,148668.665,5358.5403676904925,19313.515248369717,0.0,0,1442.5,3894.7500000000005,9087.75,0.0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,251138.0,-1.0,-1,-1,0.15,0.15,0.95,0.95,0.95,0.95,0.967,0.25,0.25
TRE,TRE_battery_moderate_0,Battery_*_Moderate,0,131,2,0,0,0,0,1,0,0,0,0,0,0.95,0,0,0.0,0.0,0,0,0.0,1,1.0,0,-1.0,-1,0,0,0,0,0,238220.323,19389,5955,141861.827,11546,3546,0.15,0.15,0,0,0,0.0,0.0,0.0,0.0,None,0.0,0.05,0.92,0.92,0,1,10,0.0,0.0,0,0,0,0,0,0.0,0,1.0,1.0,0,0,0,0,0,0,0,0,0.0,1.0,15,0.026,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,standalone_storage,2560.0,5202.466376398535,0.0,0.0,0,1442.5,3894.7500000000005,0.0,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,-1.0,-1.0,-1,-1,0.15,0.15,0.95,0.95,0.95,0.95,0.967,0.25,0.25
TRE,TRE_landbasedwind_class1_moderate_0,LandbasedWind_Class1_Moderate_,0,142,2,1,0,1,0,0,0,0,0,0,0,0.8,0,0,0.0,0.0,0,0,0.0,1,1.0,0,20796.6,-1,0,0,0,0,0,879445.731,56273,36613,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,None,0.0,0.05,1.0,1.0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,1.0,1.0,0,0,0,0,0,0,0,0,14392.776,0.933,30,0.03,0,0,0,0,0,0.468758494,0,0,0,0,0,0,0,0,hybrid_wind,14392.776,5202.466376398535,0.0,41880.224,0,1442.5,3894.7500000000005,0.0,35170.5,0,0,1,1,1,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,-1.0,20796.6,-1,-1,0.15,0.15,0.95,0.95,0.95,0.95,0.967,0.25,0.25
TRE,TRE_landbasedwind_class1_moderate_1,LandbasedWind_Class1_Moderate_,1,143,2,1,0,1,0,0,0,0,0,0,0,0.8,0,0,0.0,0.0,0,0,0.0,1,1.0,0,27529.5,-1,0,0,0,0,0,879445.731,62178,36613,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,None,0.0,0.05,1.0,1.0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,1.0,1.0,0,0,0,0,0,0,0,0,20297.809,0.933,30,0.03,0,0,0,0,0,0.50884968,0,0,0,0,0,0,0,0,hybrid_wind,20297.809,5202.466376398535,0.0,41880.191,0,1442.5,3894.7500000000005,0.0,35170.5,0,0,1,1,1,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,-1.0,27529.5,-1,-1,0.15,0.15,0.95,0.95,0.95,0.95,0.967,0.25,0.25
TRE,TRE_landbasedwind_class1_moderate_2,LandbasedWind_Class1_Moderate_,2,144,2,1,0,1,0,0,0,0,0,0,0,0.8,0,0,0.0,0.0,0,0,0.0,1,1.0,0,22035.5,-1,0,0,0,0,0,879445.731,56636,36613,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,None,0.0,0.05,1.0,1.0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,1.0,1.0,0,0,0,0,0,0,0,0,14755.103,0.933,30,0.03,0,0,0,0,0,0.428581536,0,0,0,0,0,0,0,0,hybrid_wind,14755.103,5202.466376398535,0.0,41880.897,0,1442.5,3894.7500000000005,0.0,35170.5,0,0,1,1,1,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,-1.0,22035.5,-1,-1,0.15,0.15,0.95,0.95,0.95,0.95,0.967,0.25,0.25
TRE,TRE_landbasedwind_class1_moderate_3,LandbasedWind_Class1_Moderate_,3,145,2,1,0,1,0,0,0,0,0,0,0,0.8,0,0,0.0,0.0,0,0,0.0,1,1.0,0,22639.4,-1,0,0,0,0,0,879445.731,65511,36613,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,None,0.0,0.05,1.0,1.0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,1.0,1.0,0,0,0,0,0,0,0,0,23630.35,0.933,30,0.03,0,0,0,0,0,0.463753909,0,0,0,0,0,0,0,0,hybrid_wind,23630.35,5202.466376398535,0.0,41880.65,0,1442.5,3894.7500000000005,0.0,35170.5,0,0,1,1,1,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,-1.0,22639.4,-1,-1,0.15,0.15,0.95,0.95,0.95,0.95,0.967,0.25,0.25
TRE,TRE_landbasedwind_class1_moderate_4,LandbasedWind_Class1_Moderate_,4,146,2,1,0,1,0,0,0,0,0,0,0,0.8,0,0,0.0,0.0,0,0,0.0,1,1.0,0,21021.7,-1,0,0,0,0,0,879445.731,54379,36613,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,None,0.0,0.05,1.0,1.0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,1.0,1.0,0,0,0,0,0,0,0,0,12498.46,0.933,30,0.03,0,0,0,0,0,0.393514663,0,0,0,0,0,0,0,0,hybrid_wind,12498.46,5202.466376398535,0.0,41880.54,0,1442.5,3894.7500000000005,0.0,35170.5,0,0,1,1,1,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,-1.0,21021.7,-1,-1,0.15,0.15,0.95,0.95,0.95,0.95,0.967,0.25,0.25
TRE,TRE_landbasedwind_class1_moderate_5,LandbasedWind_Class1_Moderate_,5,147,2,1,0,1,0,0,0,0,0,0,0,0.8,0,0,0.0,0.0,0,0,0.0,1,1.0,0,21153.5,-1,0,0,0,0,0,879445.731,65668,36613,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,None,0.0,0.05,1.0,1.0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,1.0,1.0,0,0,0,0,0,0,0,0,23787.558,0.933,30,0.03,0,0,0,0,0,0.431482643,0,0,0,0,0,0,0,0,hybrid_wind,23787.558,5202.466376398535,0.0,41880.441999999995,0,1442.5,3894.7500000000005,0.0,35170.5,0,0,1,1,1,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,-1.0,21153.5,-1,-1,0.15,0.15,0.95,0.95,0.95,0.95,0.967,0.25,0.25
TRE,TRE_landbasedwind_class1_moderate_6,LandbasedWind_Class1_Moderate_,6,148,2,1,0,1,0,0,0,0,0,0,0,0.8,0,0,0.0,0.0,0,0,0.0,1,1.0,0,32345.3,-1,0,0,0,0,0,879445.731,57514,36613,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,None,0.0,0.05,1.0,1.0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,1.0,1.0,0,0,0,0,0,0,0,0,15633.08,0.933,30,0.03,0,0,0,0,0,0.37748757,0,0,0,0,0,0,0,0,hybrid_wind,15633.08,5202.466376398535,0.0,41880.92,0,1442.5,3894.7500000000005,0.0,35170.5,0,0,1,1,1,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,-1.0,32345.3,-1,-1,0.15,0.15,0.95,0.95,0.95,0.95,0.967,0.25,0.25
TRE,TRE_landbasedwind_class1_moderate_7,LandbasedWind_Class1_Moderate_,7,149,2,1,0,1,0,0,0,0,0,0,0,0.8,0,0,0.0,0.0,0,0,0.0,1,1.0,0,12398.9,-1,0,0,0,0,0,879445.731,70901,36613,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,None,0.0,0.05,1.0,1.0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,1.0,1.0,0,0,0,0,0,0,0,0,29020.777,0.933,30,0.03,0,0,0,0,0,0.418603808,0,0,0,0,0,0,0,0,hybrid_wind,29020.777,5202.466376398535,0.0,41880.223,0,1442.5,3894.7500000000005,0.0,35170.5,0,0,1,1,1,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,-1.0,12398.9,-1,-1,0.15,0.15,0.95,0.95,0.95,0.95,0.967,0.25,0.25
TRE,TRE_landbasedwind_class1_moderate_8,LandbasedWind_Class1_Moderate_,8,150,2,1,0,1,0,0,0,0,0,0,0,0.8,0,0,0.0,0.0,0,0,0.0,1,1.0,0,34789.4,-1,0,0,0,0,0,879445.731,82777,36613,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,None,0.0,0.05,1.0,1.0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,1.0,1.0,0,0,0,0,0,0,0,0,40896.604,0.933,30,0.03,0,0,0,0,0,0.350026488,0,0,0,0,0,0,0,0,hybrid_wind,40896.604,5202.466376398535,0.0,41880.396,0,1442.5,3894.7500000000005,0.0,35170.5,0,0,1,1,1,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,-1.0,34789.4,-1,-1,0.15,0.15,0.95,0.95,0.95,0.95,0.967,0.25,0.25
TRE,TRE_landbasedwind_class1_moderate_9,LandbasedWind_Class1_Moderate_,9,151,2,1,0,1,0,0,0,0,0,0,0,0.8,0,0,0.0,0.0,0,0,0.0,1,1.0,0,2448.4,-1,0,0,0,0,0,879445.731,188593,36613,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,None,0.0,0.05,1.0,1.0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,1.0,1.0,0,0,0,0,0,0,0,0,146712.274,0.933,30,0.03,0,0,0,0,0,0.489716798,0,0,0,0,0,0,0,0,hybrid_wind,146712.274,5202.466376398535,0.0,41880.725999999995,0,1442.5,3894.7500000000005,0.0,35170.5,0,0,1,1,1,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,-1.0,2448.4,-1,-1,0.15,0.15,0.95,0.95,0.95,0.95,0.967,0.25,0.25
TRE,TRE_utilitypv_class1_moderate_0,UtilityPV_Class1_Moderate_,0,152,2,1,0,1,0,0,0,0,0,0,0,0.8,0,0,0.0,0.0,0,0,0.0,1,1.0,0,192089.7,-1,0,0,0,0,0,630556.245,35998,14425,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,None,0.0,0.05,1.0,1.0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,1.0,1.0,0,0,0,0,0,0,0,0,6412.182,0.968,30,0.026,0,0,0,0,0,0.254278213,0,0,0,0,0,0,0,0,hybrid_pv,6412.182,5202.466376398535,18382.972232469896,0.0,0,1442.5,3894.7500000000005,9087.75,0.0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,192089.7,-1.0,-1,-1,0.15,0.15,0.95,0.95,0.95,0.95,0.967,0.25,0.25
TRE,TRE_utilitypv_class1_moderate_1,UtilityPV_Class1_Moderate_,1,153,2,1,0,1,0,0,0,0,0,0,0,0.8,0,0,0.0,0.0,0,0,0.0,1,1.0,0,115808.1,-1,0,0,0,0,0,630556.245,38046,14425,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,None,0.0,0.05,1.0,1.0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,1.0,1.0,0,0,0,0,0,0,0,0,8460.982,0.968,30,0.026,0,0,0,0,0,0.262568802,0,0,0,0,0,0,0,0,hybrid_pv,8460.982,5202.466376398535,18382.972232469896,0.0,0,1442.5,3894.7500000000005,9087.75,0.0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,115808.1,-1.0,-1,-1,0.15,0.15,0.95,0.95,0.95,0.95,0.967,0.25,0.25
TRE,TRE_utilitypv_class1_moderate_2,UtilityPV_Class1_Moderate_,2,154,2,1,0,1,0,0,0,0,0,0,0,0.8,0,0,0.0,0.0,0,0,0.0,1,1.0,0,261713.6,-1,0,0,0,0,0,630556.245,40064,14425,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,None,0.0,0.05,1.0,1.0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,1.0,1.0,0,0,0,0,0,0,0,0,10478.698,0.968,30,0.026,0,0,0,0,0,0.252687842,0,0,0,0,0,0,0,0,hybrid_pv,10478.698,5202.466376398535,18382.972232469896,0.0,0,1442.5,3894.7500000000005,9087.75,0.0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,261713.6,-1.0,-1,-1,0.15,0.15,0.95,0.95,0.95,0.95,0.967,0.25,0.25
TRE,TRE_utilitypv_class1_moderate_3,UtilityPV_Class1_Moderate_,3,155,2,1,0,1,0,0,0,0,0,0,0,0.8,0,0,0.0,0.0,0,0,0.0,1,1.0,0,179130.4,-1,0,0,0,0,0,630556.245,43689,14425,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,None,0.0,0.05,1.0,1.0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,1.0,1.0,0,0,0,0,0,0,0,0,14103.154,0.968,30,0.026,0,0,0,0,0,0.264333636,0,0,0,0,0,0,0,0,hybrid_pv,14103.154,5202.466376398535,18382.972232469896,0.0,0,1442.5,3894.7500000000005,9087.75,0.0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,179130.4,-1.0,-1,-1,0.15,0.15,0.95,0.95,0.95,0.95,0.967,0.25,0.25
TRE,TRE_utilitypv_class1_moderate_4,UtilityPV_Class1_Moderate_,4,156,2,1,0,1,0,0,0,0,0,0,0,0.8,0,0,0.0,0.0,0,0,0.0,1,1.0,0,315110.9,-1,0,0,0,0,0,630556.245,43810,14425,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,None,0.0,0.05,1.0,1.0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,1.0,1.0,0,0,0,0,0,0,0,0,14224.435,0.968,30,0.026,0,0,0,0,0,0.253560722,0,0,0,0,0,0,0,0,hybrid_pv,14224.435,5202.466376398535,18382.972232469896,0.0,0,1442.5,3894.7500000000005,9087.75,0.0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,315110.9,-1.0,-1,-1,0.15,0.15,0.95,0.95,0.95,0.95,0.967,0.25,0.25
TRE,TRE_utilitypv_class1_moderate_5,UtilityPV_Class1_Moderate_,5,157,2,1,0,1,0,0,0,0,0,0,0,0.8,0,0,0.0,0.0,0,0,0.0,1,1.0,0,173059.9,-1,0,0,0,0,0,630556.245,48125,14425,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,None,0.0,0.05,1.0,1.0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,1.0,1.0,0,0,0,0,0,0,0,0,18539.404,0.968,30,0.026,0,0,0,0,0,0.26726374,0,0,0,0,0,0,0,0,hybrid_pv,18539.404,5202.466376398535,18382.972232469896,0.0,0,1442.5,3894.7500000000005,9087.75,0.0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,173059.9,-1.0,-1,-1,0.15,0.15,0.95,0.95,0.95,0.95,0.967,0.25,0.25
TRE,TRE_utilitypv_class1_moderate_6,UtilityPV_Class1_Moderate_,6,158,2,1,0,1,0,0,0,0,0,0,0,0.8,0,0,0.0,0.0,0,0,0.0,1,1.0,0,302395.3,-1,0,0,0,0,0,630556.245,51910,14425,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,None,0.0,0.05,1.0,1.0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,1.0,1.0,0,0,0,0,0,0,0,0,22324.625,0.968,30,0.026,0,0,0,0,0,0.265551984,0,0,0,0,0,0,0,0,hybrid_pv,22324.625,5202.466376398535,18382.972232469896,0.0,0,1442.5,3894.7500000000005,9087.75,0.0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,302395.3,-1.0,-1,-1,0.15,0.15,0.95,0.95,0.95,0.95,0.967,0.25,0.25
TRE,TRE_utilitypv_class1_moderate_7,UtilityPV_Class1_Moderate_,7,159,2,1,0,1,0,0,0,0,0,0,0,0.8,0,0,0.0,0.0,0,0,0.0,1,1.0,0,191219.9,-1,0,0,0,0,0,630556.245,47049,14425,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,None,0.0,0.05,1.0,1.0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,1.0,1.0,0,0,0,0,0,0,0,0,17463.888,0.968,30,0.026,0,0,0,0,0,0.251154423,0,0,0,0,0,0,0,0,hybrid_pv,17463.888,5202.466376398535,18382.972232469896,0.0,0,1442.5,3894.7500000000005,9087.75,0.0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,191219.9,-1.0,-1,-1,0.15,0.15,0.95,0.95,0.95,0.95,0.967,0.25,0.25
TRE,TRE_utilitypv_class1_moderate_8,UtilityPV_Class1_Moderate_,8,160,2,1,0,1,0,0,0,0,0,0,0,0.8,0,0,0.0,0.0,0,0,0.0,1,1.0,0,95651.6,-1,0,0,0,0,0,630556.245,104307,14425,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,None,0.0,0.05,1.0,1.0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,1.0,1.0,0,0,0,0,0,0,0,0,74721.211,0.968,30,0.026,0,0,0,0,0,0.276522815,0,0,0,0,0,0,0,0,hybrid_pv,74721.211,5202.466376398535,18382.972232469896,0.0,0,1442.5,3894.7500000000005,9087.75,0.0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,95651.6,-1.0,-1,-1,0.15,0.15,0.95,0.95,0.95,0.95,0.967,0.25,0.25
TRE,TRE_utilitypv_class1_moderate_9,UtilityPV_Class1_Moderate_,9,161,2,1,0,1,0,0,0,0,0,0,0,0.8,0,0,0.0,0.0,0,0,0.0,1,1.0,0,367505.3,-1,0,0,0,0,0,630556.245,59168,14425,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,None,0.0,0.05,1.0,1.0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,1.0,1.0,0,0,0,0,0,0,0,0,29582.346,0.968,30,0.026,0,0,0,0,0,0.252619147,0,0,0,0,0,0,0,0,hybrid_pv,29582.346,5202.466376398535,18382.972232469896,0.0,0,1442.5,3894.7500000000005,9087.75,0.0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,367505.3,-1.0,-1,-1,0.15,0.15,0.95,0.95,0.95,0.95,0.967,0.25,0.25
WECC,WECC_battery_moderate_0,Battery_*_Moderate,0,204,3,0,0,0,0,1,0,0,0,0,0,0.95,0,0,0.0,0.0,0,0,0.0,1,1.0,0,-1.0,-1,0,0,0,0,0,238220.323,20202,5955,141861.827,12030,3546,0.15,0.15,0,0,0,0.0,0.0,0.0,0.0,None,0.0,0.05,0.92,0.92,0,1,10,0.0,0.0,0,0,0,0,0,0.0,0,1.0,1.0,0,0,0,0,0,0,0,0,0.0,1.042,15,0.026,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,standalone_storage,2560.0,5420.969964207274,0.0,0.0,0,1442.5,3894.7500000000005,0.0,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,-1.0,-1.0,-1,-1,0.15,0.15,0.95,0.95,0.95,0.95,0.967,0.25,0.25
WECC,WECC_landbasedwind_class1_moderate_0,LandbasedWind_Class1_Moderate_,0,215,3,1,0,1,0,0,0,0,0,0,0,0.8,0,0,0.0,0.0,0,0,0.0,1,1.0,0,109860.7,-1,0,0,0,0,0,879445.731,94632,36613,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,None,0.0,0.05,1.0,1.0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,1.0,1.0,0,0,0,0,0,0,0,0,20294.121,1.657,30,0.03,0,0,0,0,0,0.42223382,0,0,0,0,0,0,0,0,hybrid_wind,20294.121,5420.969964207274,0.0,74337.879,0,1442.5,3894.7500000000005,0.0,35170.5,0,0,1,1,1,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,-1.0,109860.7,-1,-1,0.15,0.15,0.95,0.95,0.95,0.95,0.967,0.25,0.25
WECC,WECC_landbasedwind_class1_moderate_1,LandbasedWind_Class1_Moderate_,1,216,3,1,0,1,0,0,0,0,0,0,0,0.8,0,0,0.0,0.0,0,0,0.0,1,1.0,0,47257.4,-1,0,0,0,0,0,879445.731,94210,36613,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,None,0.0,0.05,1.0,1.0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,1.0,1.0,0,0,0,0,0,0,0,0,19872.298,1.657,30,0.03,0,0,0,0,0,0.511292398,0,0,0,0,0,0,0,0,hybrid_wind,19872.298,5420.969964207274,0.0,74337.702,0,1442.5,3894.7500000000005,0.0,35170.5,0,0,1,1,1,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,-1.0,47257.4,-1,-1,0.15,0.15,0.95,0.95,0.95,0.95,0.967,0.25,0.25
